track_id, type, traveled_d, avg_speed, lat, lon, speed, lon_acc, lat_acc, time
313, Car,427.72,20.864556,37.980421,23.735235,33.0609,-0.3066,-0.0174,250.8
314, Motorcycle,30.16,21.711956,37.978467,23.73566,24.943,0.2676,0.0348,251.2
315, Car,193.59,16.997821,37.980055,23.736937,17.5208,0.4321,0.0045,251.8
316, Motorcycle,427.24,34.178814,37.980418,23.735246,34.9209,-0.2424,0.0287,252
317, Medium Vehicle,69.4,16.222212,37.977627,23.737408,11.0404,0.0536,0.1576,252.2
318, Car,426.05,20.287975,37.980425,23.735233,38.3555,-0.3754,0.0222,252.8
319, Car,430.03,21.561598,37.980448,23.735273,27.5194,-0.1757,0.0118,253
320, Bus,423.39,19.148497,37.9804,23.735212,14.1872,-0.5682,-0.0066,253
321, Motorcycle,304.55,14.736102,37.978478,23.735678,28.7443,0.1969,-0.0082,253.2
322, Motorcycle,151.23,22.312568,37.98041,23.735229,40.05,-0.2206,0.0719,253.8
323, Motorcycle,425.35,37.347633,37.980432,23.735249,42.2728,-0.4319,-0.0008,254.2
324, Motorcycle,310.52,15.106178,37.97847,23.735663,22.9268,-0.2289,-0.0358,254.6
325, Car,427.38,21.979498,37.980434,23.735253,32.427,-0.1023,-0.0627,255.8
326, Motorcycle,71.1,18.820786,37.978083,23.737287,11.9889,-0.2247,-0.125,255.8
327, Motorcycle,36.13,19.127553,37.980445,23.735278,27.7597,0.5603,0.1015,256.2
328, Car,70.79,9.580222,37.977631,23.7374,9.5605,0.0457,0.165,256.2
329, Motorcycle,305.48,15.755377,37.978468,23.735653,26.1138,0.0699,0.0173,256.2
330, Taxi,426.92,18.974306,37.980418,23.735231,27.4768,-0.1291,0.0184,256.8
331, Car,276.65,13.948739,37.978453,23.735614,30.3629,0.1698,-0.0725,257
332, Bus,81.8,1.603828,37.980396,23.735195,13.9963,-0.0228,-0.0369,257.4
333, Car,43.57,17.047908,37.980448,23.735275,25.1988,0.6064,-0.0101,257.6
334, Car,428.57,22.104141,37.980437,23.73525,31.0156,0.282,0.0142,257.8
335, Taxi,424.2,18.760762,37.980417,23.735222,29.9958,-0.1167,0.0332,258.8
336, Car,405.45,12.803652,37.980053,23.73693,12.18,0.1602,-0.0028,259.4
337, Medium Vehicle,206.25,13.957045,37.978454,23.735617,29.5662,0.1594,-0.0301,259.6
338, Car,33.58,17.269695,37.980447,23.735276,23.8111,0.5431,0.0136,260.2
339, Motorcycle,68.37,16.4093,37.977619,23.737415,16.6317,-0.0901,0.1128,260.6
340, Motorcycle,307.69,17.146985,37.978464,23.735662,25.9774,0.1349,0.0397,261
341, Car,423.13,18.899295,37.980418,23.73523,14.1212,0.4921,0.0055,261.4
342, Motorcycle,192.35,16.103411,37.978465,23.735649,25.302,0.108,-0.0283,261.6
343, Car,77.79,6.764216,37.980399,23.735193,13.7194,1.3391,0,262.2
344, Taxi,425.05,20.790329,37.98044,23.735249,18.0227,0.6655,-0.0398,262.4
345, Car,424.74,21.237116,37.98045,23.735281,13.5903,0.1926,-0.0474,262.6
346, Car,31.66,11.630034,37.977628,23.737412,9.5728,-0.0915,0.0598,264.6
347, Car,214.91,8.913322,37.978445,23.735616,24.448,-0.0554,-0.0617,264.8
348, Taxi,422.73,21.019603,37.980421,23.735223,4.9155,0.4476,0,265
349, Taxi,422.97,19.033762,37.980405,23.735182,2.0059,0.1069,0,265.6
350, Car,311.11,10.707479,37.978452,23.73562,21.5081,0.1082,0.0211,267.6
351, Motorcycle,301.09,17.769422,37.978468,23.735669,19.6991,0.0578,0.0436,269.6
352, Motorcycle,312.17,20.139699,37.978483,23.735659,20.8361,0.12,0.0282,269.6
353, Motorcycle,113.85,19.704662,37.978071,23.737291,6.5565,-0.4963,-0.2116,270.6
354, Medium Vehicle,193.14,10.503277,37.980058,23.736939,24.8128,0.3797,-0.0006,271
355, Car,207.68,9.007679,37.978449,23.735611,18.3265,-0.1043,0.1158,271.8
356, Car,73.43,15.735548,37.977622,23.737405,11.7868,-0.1618,0.372,272.4
357, Taxi,310.31,4.925537,37.978447,23.735609,20.6444,0.1801,-0.0511,274.6
358, Motorcycle,67.09,15.888982,37.97762,23.737413,15.8764,-0.0306,0.9853,275.8
359, Car,320.01,12.576726,37.978454,23.735612,18.0727,0.1647,0.0436,277
360, Taxi,163.18,10.960063,37.978339,23.737773,15.7522,0.0567,0.0348,279.2
361, Car,217.29,10.542188,37.978448,23.735614,14.4659,-0.1121,0.1597,279.4
362, Car,69.47,9.47332,37.980333,23.735098,26.0686,0.2399,0.1203,281.2
363, Motorcycle,306.35,27.298217,37.978475,23.73566,16.2583,0.1103,0.0736,282.4
364, Car,61.26,4.358445,37.978447,23.735615,16.2117,0.1992,-0.0779,283.2
365, Car,202.61,10.215661,37.97845,23.735609,13.6328,0.1796,-0.0719,285.4
366, Motorcycle,124.74,26.109346,37.980424,23.735243,21.7458,0.0271,0.0521,287.8
367, Car,311.53,13.351279,37.97843,23.735619,11.479,1.0178,0,289.2
368, Motorcycle,200.5,30.074685,37.980409,23.735213,27.1652,-0.3012,-0.0088,290.6
369, Motorcycle,426.81,39.806087,37.980426,23.735235,35.283,-0.8503,-0.0133,291.6
370, Motorcycle,266.59,34.772594,37.980431,23.735256,26.254,-0.4313,0.0342,292.4
371, Car,442.29,23.69417,37.980445,23.735274,18.7518,-0.0388,0.1693,292.8
372, Motorcycle,425.03,34.002788,37.980432,23.735255,28.9793,-0.1166,-0.0004,294
373, Motorcycle,425.27,39.868602,37.980431,23.73527,42.5031,-0.2733,-0.0107,294.2
374, Car,200.22,26.306408,37.980403,23.735221,20.2592,-0.052,-0.0349,294.4
375, Motorcycle,50.13,9.916731,37.977628,23.737405,10.596,-0.1046,-0.1215,294.6
376, Car,139.21,13.47175,37.980445,23.73528,22.6524,0.2897,-0.0791,295.2
377, Taxi,201.25,24.982842,37.980393,23.735193,22.2625,-0.0528,0.0249,296.6
378, Car,424.68,31.984248,37.980424,23.735255,35.6046,-0.091,-0.1599,296.8
379, Car,336.87,22.211502,37.980449,23.735277,20.7266,-0.0448,-0.359,296.8
380, Taxi,422.69,29.954533,37.980415,23.735226,29.629,-0.0134,0.0504,296.8
381, Motorcycle,423.3,39.68478,37.980404,23.735205,25.0284,-0.0767,0.1888,297.4
382, Motorcycle,106.97,11.460887,37.978465,23.735691,17.6296,-0.4669,0.0334,297.6
383, Taxi,424.02,17.385873,37.980394,23.735186,18.1861,-0.0928,0.0384,298.6
384, Car,423.83,20.182309,37.980448,23.735278,25.0796,-0.2163,0.0903,299
385, Taxi,441.72,12.462255,37.980418,23.735225,24.7354,-0.1899,-0.0124,300.2
386, Car,423.42,31.108192,37.980432,23.735249,41.2468,-0.2117,0.0297,300.2
387, Car,421.42,7.488187,37.980399,23.735194,20.5951,-0.2519,0.0396,300.4
388, Car,193.42,17.320973,37.980054,23.736932,18.9112,0.0494,0.0425,300.8
389, Car,426.82,20.007289,37.980445,23.735274,27.9366,-0.0798,0.0421,301.2
390, Motorcycle,422.88,36.772365,37.980428,23.735259,39.7454,-0.2598,0.0018,301.2
391, Car,424.12,9.153601,37.980418,23.735223,25.5355,-0.0747,-0.013,302
392, Taxi,202.76,13.772639,37.980406,23.735191,22.3622,-0.0231,0.001,303
393, Motorcycle,424.02,38.161431,37.980426,23.735236,39.5285,-0.0752,0.0243,303.4
394, Motorcycle,195.43,20.938477,37.978467,23.735647,24.2953,0.3013,0.0185,303.8
395, Motorcycle,427.92,20.216674,37.980453,23.735272,42.881,0.3299,-0.0142,304.4
396, Car,424.55,32.518365,37.980437,23.735241,40.9167,0.1829,-0.0091,304.4
397, Motorcycle,424.39,48.348181,37.980426,23.735228,47.6565,-0.2345,-0.1372,304.6
398, Car,193.09,14.421854,37.980044,23.736924,20.4858,0.2301,-0.007,304.6
399, Taxi,425.4,7.521836,37.980408,23.735188,24.0115,0.0858,-0.0162,305
400, Car,423.98,7.548529,37.980426,23.735211,31.9928,0.086,0.0187,305
401, Motorcycle,196.49,20.327035,37.980074,23.736969,17.2901,-0.0205,-0.0056,305.6
402, Car,428.07,20.330666,37.980461,23.735264,46.2277,0.142,-0.0049,305.6
403, Motorcycle,426.97,24.872307,37.980445,23.735225,43.2206,0.0321,0.0251,306.6
404, Taxi,204.28,10.416605,37.98041,23.735166,15.2503,0.4402,-0.0163,306.6
405, Motorcycle,429.66,21.846964,37.980452,23.735236,11.9825,0.8798,0,309.2
406, Motorcycle,32.2,9.348665,37.980074,23.736966,16.1796,0.2127,-0.0108,316
407, Taxi,408.17,12.889488,37.980075,23.736957,19.9028,0.5358,0.0103,317.6
408, Car,66.43,8.990477,37.977628,23.737406,6.6966,0.5937,0,329.4
409, Motorcycle,429.51,36.640741,37.980456,23.735181,21.3991,-0.5194,0.0222,331.4
410, Car,192.92,13.671347,37.980057,23.736928,18.0788,0.0539,-0.0027,332
411, Car,433.12,34.044232,37.98048,23.735196,18.0596,-0.5619,-0.0358,333.6
412, Car,13.49,1.173464,37.978425,23.73562,7.9378,0.6964,0,333.8
413, Taxi,430.66,8.749306,37.980466,23.735155,21.721,0.0695,0.0097,334
414, Motorcycle,345.37,27.146738,37.980476,23.735175,13.3963,-0.1923,0.0232,334
415, Motorcycle,407.49,6.692299,37.980491,23.735231,34.2098,-0.1968,0.0367,334
416, Motorcycle,55.56,10.526944,37.980483,23.735258,17.5143,0.0417,0.0281,334
417, Taxi,433.59,34.080939,37.980506,23.735211,26.339,0.0482,-0.0079,335.6
418, Car,436.17,17.762604,37.980476,23.73517,23.12,-0.3808,-0.0387,337
419, Motorcycle,432.9,40.166128,37.980482,23.735198,33.5678,0.0989,0.0628,337
420, Bus,433.32,32.230411,37.980471,23.735164,24.6596,-0.2325,0.0574,338.8
421, Taxi,192.53,15.610428,37.980057,23.736923,23.3946,-0.0794,-0.0347,340.2
422, Car,165.64,22.934624,37.978345,23.737781,19.8386,0.0872,-0.0051,340.4
423, Medium Vehicle,88,23.641131,37.980455,23.735141,27.8808,0.4375,0.0096,341.6
424, Medium Vehicle,431.19,14.755499,37.980481,23.735174,25.3878,-0.1986,0.0378,341.6
425, Car,215.08,15.362715,37.978453,23.735597,27.7358,-0.149,0.0335,343
426, Car,148.28,15.886962,37.980504,23.735226,27.682,0.2677,0.0389,343.6
427, Car,431.65,39.439836,37.980493,23.735195,38.4288,-0.1222,0.0009,343.6
428, Motorcycle,306.55,15.413008,37.978471,23.735661,28.2666,-0.0781,0.0246,344.4
429, Car,216.03,15.430364,37.978449,23.735601,27.4391,0.0654,0.085,344.6
430, Car,209,13.246408,37.980476,23.735168,29.9148,-0.0494,-0.0388,345
431, Bus,431.49,8.107353,37.980448,23.735119,13.7273,1.3399,0,345.2
432, Car,433.68,10.20424,37.980489,23.735204,47.1519,-0.0491,0.021,346
433, Motorcycle,301.66,14.214201,37.978466,23.735652,29.3607,-0.0624,0.0217,346.2
434, Motorcycle,309.9,16.454688,37.978477,23.735627,30.8918,0.3454,0.0292,346.6
435, Motorcycle,432.77,41.216387,37.980479,23.735188,40.8233,-0.1692,0.0394,346.6
436, Taxi,429.23,9.132632,37.980471,23.735174,29.6963,-0.2413,-0.0736,347
437, Car,433.76,21.568181,37.980499,23.735199,35.6599,-0.3229,-0.091,347.4
438, Taxi,432.81,19.331536,37.980462,23.735148,25.3241,-0.3856,0.1529,347.8
439, Car,70.31,18.080433,37.977633,23.737406,11.5117,0.1403,-0.0822,347.8
440, Motorcycle,430.26,20.819066,37.980468,23.735202,34.4181,-0.1545,-0.0054,348.6
441, Motorcycle,238.6,18.91997,37.9805,23.73523,35.3134,-0.0424,-0.0238,348.6
442, Taxi,210.09,14.006113,37.980466,23.735152,32.3066,-0.0843,-0.0401,350
443, Car,34.99,3.314547,37.980481,23.735247,25.4557,0.2692,-0.0473,350.8
444, Car,71.73,18.444944,37.977628,23.7374,10.2701,0.0456,0.1827,351.2
445, Car,431.39,10.137188,37.980492,23.735194,17.5886,0.4971,-0.0081,351.8
446, Motorcycle,342.77,14.690241,37.980473,23.735242,19.4437,0.727,-0.0018,353
447, Motorcycle,304.59,18.712298,37.978473,23.735641,33.0011,0.1794,0.0038,353.8
448, Car,65.34,21.000827,37.977631,23.737405,13.5224,-0.2817,0.1748,354.6
449, Motorcycle,197.09,22.453407,37.980084,23.736973,25.8988,0.027,0.0019,355.4
450, Car,314.47,17.969665,37.978451,23.735603,36.3099,-0.1505,-0.1024,355.6
451, Car,37.34,10.668297,37.977623,23.737409,10.1771,0.0227,0.2119,357.2
452, Motorcycle,52.65,18.226473,37.978464,23.735642,25.5165,0.2702,0.0419,358.2
453, Car,216.38,20.499211,37.978447,23.735593,22.9107,-0.1283,-0.0571,361.2
454, Taxi,316.53,7.130817,37.978451,23.735592,28.0187,0.0733,-0.0927,365.4
455, Motorcycle,301.89,22.270508,37.978467,23.735653,25.5077,0.0306,-0.0178,367
456, Motorcycle,189.42,9.523917,37.980066,23.736925,24.579,0.1677,0.0006,367.8
457, Taxi,315.14,18.417229,37.978449,23.735595,26.3249,-0.0847,0.0281,368.6
458, Car,164.7,4.181277,37.978342,23.737788,19.2981,-0.0058,-0.0098,371.6
459, Car,227.26,7.689168,37.979801,23.736461,11.6341,-0.1456,0.0269,372.2
460, Car,313.06,7.346891,37.978447,23.735597,21.4032,-0.1072,-0.0122,373.6
461, Taxi,314.97,2.096673,37.978449,23.735603,17.4335,0.0391,-0.133,376.8
462, Motorcycle,38.26,10.280006,37.980483,23.735242,14.3702,0.0081,0.0204,377.2
463, Motorcycle,258.53,23.863861,37.980461,23.735169,26.799,-0.0827,0.0677,377.4
464, Motorcycle,431.15,36.265317,37.980459,23.735158,28.6609,-0.3168,-0.0686,377.6
465, Taxi,191.87,14.572165,37.980052,23.736928,17.7286,-0.1798,-0.031,377.8
466, Taxi,432.18,27.391723,37.980497,23.735232,17.1673,0.2235,0.0156,380.4
467, Car,316.39,7.603441,37.978448,23.735596,19.2232,0.2446,-0.0063,380.8
468, Car,412.51,22.707233,37.980487,23.735206,17.2966,-0.0204,-0.027,381.2
469, Taxi,429.73,11.242933,37.980457,23.735158,30.3168,-0.1498,-0.0314,381.6
470, Taxi,429.97,11.870228,37.980464,23.735181,26.4542,-0.0747,-0.0155,382.4
471, Car,429.76,10.864768,37.980462,23.735165,25.8459,-0.2587,0.0058,383.4
472, Medium Vehicle,529.87,15.584321,37.980499,23.735229,14.4505,0.0821,-0.017,383.4
473, Car,430.46,13.405281,37.980479,23.735202,22.215,-0.1552,-0.0356,384.6
474, Car,428.54,12.856109,37.980475,23.735211,24.4974,-0.0597,0.0892,386.8
475, Taxi,427.47,10.731542,37.980454,23.735175,19.5477,0.0883,0.0001,387.2
476, Car,430.21,12.715576,37.980479,23.735207,23.1684,-0.2013,-0.0841,388.4
477, Car,60.69,1.835951,37.977621,23.737409,8.7268,0.0732,0.0701,388.6
478, Car,427.92,11.960545,37.980489,23.735239,11.0061,-0.277,-0.0436,389
479, Taxi,429.83,11.582121,37.980458,23.735175,17.7241,-0.0033,-0.0591,389.2
480, Motorcycle,29.18,18.112616,37.977645,23.737403,19.8507,-0.0823,0.4832,390.8
481, Car,423.5,12.374871,37.980449,23.73524,24.9239,-0.2657,-0.025,391.4
482, Car,30.4,2.911111,37.98049,23.735235,14.8841,0.4774,0.0008,391.6
483, Taxi,430.55,11.071384,37.98047,23.73518,20.781,0.8181,0.0063,391.8
484, Car,60.07,1.814279,37.977624,23.737404,5.3979,-0.3268,0.3506,392
485, Motorcycle,206.85,13.739408,37.980447,23.735162,18.6265,0.4812,0.016,392.2
486, Taxi,431.23,17.926213,37.980482,23.735208,24.063,-0.3242,0.0136,392.6
487, Motorcycle,207.04,13.168884,37.980458,23.735166,16.3948,0.4058,-0.0003,393.2
488, Motorcycle,150.19,17.329612,37.978455,23.735631,29.6911,0.2373,-0.0181,393.8
489, Taxi,432.35,13.822891,37.980496,23.735237,15.3639,0.4077,-0.0175,394
490, Car,430.87,11.000876,37.980467,23.735178,12.3712,0.1837,-0.0705,395.2
491, Car,429.99,14.412947,37.980481,23.735205,18.5616,0.3711,0.0519,395.4
492, Motorcycle,149.09,17.203225,37.978457,23.735633,26.2852,-0.0774,-0.0348,396
493, Motorcycle,430.82,19.3871,37.98047,23.735192,17.9259,0.7212,-0.0015,396.2
494, Taxi,207.51,8.227279,37.980452,23.735155,17.3014,0.6172,-0.0033,396.6
495, Taxi,206.48,18.308458,37.978449,23.735592,28.9142,0.1278,0.0014,397.6
496, Car,431.62,13.948339,37.9805,23.735235,6.5398,0.3389,0,397.6
497, Car,432.19,13.529282,37.980485,23.735204,12.1394,0.4088,-0.0018,397.8
498, Medium Vehicle,255.83,13.912339,37.980078,23.736957,29.8666,-0.002,-0.0241,398.6
499, Motorcycle,30,5.684027,37.977632,23.737397,10.3523,0.0163,0.1348,398.8
500, Car,196.44,23.891849,37.980073,23.736951,31.4391,-0.0614,0.0113,405.4
501, Car,207.71,21.364128,37.978451,23.735595,30.7683,0.2664,0.0613,408
502, Car,39.19,3.598903,37.977627,23.737408,4.362,0.4207,0,409.6
503, Motorcycle,199.77,25.684243,37.978472,23.735646,25.467,0.2424,-0.0214,410.4
504, Car,40.41,6.112291,37.977641,23.737394,10.3386,0.9166,0,413.4
505, Motorcycle,194.58,29.432775,37.978468,23.73565,34.7574,-0.0452,0.034,414.6
506, Motorcycle,148.38,26.977688,37.978473,23.735636,37.5951,0.0683,0.0233,415.2
507, Motorcycle,205.47,15.605654,37.978767,23.736528,26.8303,-0.3141,0.0556,417.2
508, Motorcycle,84.66,19.790516,37.978355,23.737784,21.8153,-0.0048,0.3331,417.8
509, Motorcycle,432.83,35.094477,37.980467,23.735203,25.8812,0.8382,0.0746,421
510, Motorcycle,336.44,40.106019,37.980444,23.735156,18.9739,-0.0729,-0.1373,422.6
511, Motorcycle,129.88,28.165759,37.980485,23.735223,23.2774,0.1382,0.0242,424
512, Car,208.21,11.391392,37.980452,23.735163,9.8838,0.0306,0.0004,424.4
513, Motorcycle,236.21,27.789804,37.980463,23.735193,27.2423,-0.1113,0.0157,426.2
514, Motorcycle,138.6,16.743577,37.980487,23.735222,21.1101,0.257,-0.0011,428.6
515, Car,430.86,13.630117,37.980478,23.735202,11.601,-0.2075,0.048,429
516, Car,428.51,14.100734,37.980449,23.735155,18.9574,-0.2948,0.0096,429.2
517, Car,230.1,22.509868,37.980463,23.735184,32.8437,-0.0438,-0.1155,430
518, Car,142.91,7.067112,37.980494,23.735243,14.7313,0.0889,-0.065,430.6
519, Car,314.05,13.427396,37.978449,23.735595,24.9475,0.0959,0.0051,431.2
520, Motorcycle,211.43,15.284334,37.980458,23.735175,33.6963,0.2428,0.0023,431.2
521, Motorcycle,108.73,21.74623,37.978081,23.737278,19.1145,-0.4088,-0.5537,431.6
522, Motorcycle,382.43,27.982717,37.980463,23.735189,37.858,-0.0105,-0.0651,432
523, Car,206.98,12.418743,37.980446,23.735163,22.404,-0.3077,-0.0585,432.4
524, Car,184.4,9.620811,37.980058,23.736919,21.292,-0.1922,-0.0219,432.4
525, Motorcycle,307.58,14.087521,37.978466,23.735626,24.405,-0.0278,-0.011,433
526, Taxi,429.25,16.870143,37.980495,23.73524,17.9142,0.1385,-0.0496,433.4
527, Car,428.66,13.827727,37.980477,23.735207,23.0457,-0.1304,-0.0045,433.4
528, Car,209.94,15.361506,37.978452,23.735596,21.6894,-0.1692,-0.0016,433.8
529, Taxi,206.32,11.253879,37.980461,23.735186,33.0598,-0.0372,-0.0007,435
530, Car,279.43,12.388525,37.978448,23.7356,21.8215,-0.0966,-0.0206,435.6
531, Car,429.17,13.844045,37.980478,23.735213,24.3219,0.0557,-0.0084,435.8
532, Motorcycle,502.46,25.840554,37.98047,23.735192,38.7889,0.243,-0.0817,435.8
533, Motorcycle,412.46,14.730652,37.980467,23.7352,38.3532,-0.0014,-0.0292,436.6
534, Bus,427.68,9.014342,37.980442,23.735161,19.9119,0.0201,0.0363,437
535, Car,31.45,0.640363,37.977622,23.73741,7.5436,0.1319,0.0566,437.2
536, Taxi,159.97,19.587818,37.980489,23.735239,19.9946,0.2503,-0.0113,437.6
537, Motorcycle,427.89,17.192208,37.980469,23.73519,42.1214,-0.0373,0.0068,437.8
538, Car,216.64,15.916079,37.978445,23.735593,22.259,0.1051,-0.0419,438.6
539, Taxi,429.11,18.434302,37.980479,23.735212,35.5227,-0.1406,-0.0329,439
540, Car,34.54,10.906162,37.977633,23.737397,10.6741,0.1823,0.0454,439.4
541, Car,431.5,17.18357,37.980494,23.735236,17.0368,0.3344,0.0447,439.6
542, Motorcycle,274.25,16.027449,37.978464,23.735636,23.1395,0.3892,-0.0099,441
543, Motorcycle,268.45,11.342997,37.978608,23.735984,4.147,-0.6022,0.6606,441
544, Car,428.99,14.220809,37.980481,23.735212,23.143,0.6875,-0.0214,441.6
545, Taxi,413.2,13.646832,37.980082,23.736954,27.521,0.0917,0.0047,441.8
546, Motorcycle,430.22,19.408517,37.980468,23.735218,16.4363,0.524,-0.0409,443
547, Car,36.1,10.314068,37.977631,23.737404,13.1725,0.1672,0.115,443.4
548, Motorcycle,102.65,20.082793,37.978081,23.737282,19.643,-0.1852,-0.314,443.6
549, Bus,428.12,6.459453,37.98046,23.735181,11.9983,0.4036,0.0054,443.6
550, Motorcycle,160.42,11.063678,37.980482,23.735259,14.7227,0.4927,0.0047,443.8
551, Motorcycle,340.1,14.105678,37.980484,23.735241,11.286,0.3643,-0.0104,443.8
552, Car,209.25,12.268538,37.980483,23.735208,12.8666,0.448,-0.0203,444
553, Car,314.03,9.000917,37.978447,23.735601,17.9549,-0.0061,0.0217,444.2
554, Motorcycle,430.47,18.806795,37.980494,23.73525,16.7916,0.4245,0.0194,445.6
555, Car,429.04,18.214032,37.980499,23.735234,5.4648,0.3537,0,446.2
556, Car,311.26,11.433945,37.978448,23.735592,19.8239,0.09,-0.0336,447.4
557, Car,228.65,19.598241,37.978445,23.735595,18.1276,0.0067,-0.0387,449.2
558, Taxi,310.74,11.391746,37.978444,23.735596,16.9729,-0.0164,-0.0465,451.2
559, Car,86.08,5.199713,37.980389,23.735053,18.9166,0.0441,-0.0695,453.4
560, Car,312.97,10.730349,37.978443,23.735594,16.9843,0.1071,0.0223,454.2
561, Motorcycle,212.3,21.83637,37.978444,23.735609,17.156,0.0259,0.0755,456
562, Car,31.27,1.996271,37.977638,23.737403,7.4838,0.7305,0,456.6
563, Taxi,314.01,10.766091,37.978444,23.735597,16.4579,0.0664,-0.0383,457.6
564, Motorcycle,98.95,13.492547,37.978198,23.736968,9.8024,-0.2525,0.0471,458.8
565, Car,315.82,11.279201,37.978442,23.735596,16.7206,-0.0752,0.0182,461.4
566, Car,166.53,7.588779,37.978343,23.737785,17.2624,0.0201,-0.0081,462
567, Motorcycle,249.59,11.175774,37.980057,23.736921,29.0615,0.1002,0.0041,463.4
568, Taxi,317.94,11.355175,37.978442,23.735598,18.0668,0.0317,0.049,464
569, Motorcycle,15.54,17.479848,37.979917,23.734908,14.8682,-0.2797,0.3045,464.8
570, Motorcycle,74.27,24.306472,37.980057,23.736926,23.1396,-0.4164,-0.0245,466.2
571, Motorcycle,162.55,10.958615,37.978347,23.737776,19.4257,-0.2443,0.3278,466.4
572, Motorcycle,428.43,25.705593,37.980439,23.735166,22.4736,-0.019,-0.0212,466.4
573, Car,204.69,18.514271,37.98044,23.735153,18.9993,0.6437,-0.0071,467.4
574, Car,308.84,11.415007,37.978464,23.735628,17.2667,0.8386,-0.0033,468
575, Motorcycle,113,7.67564,37.978083,23.737285,14.623,-0.1681,-0.25,469.8
576, Motorcycle,193.7,13.256706,37.978469,23.735637,17.4101,0.0539,0.0211,470
577, Car,162.49,21.041354,37.980495,23.735237,14.2777,0.2287,-0.0265,470.4
578, Car,429.31,11.533649,37.980446,23.735152,16.8496,0.2107,-0.0021,470.4
579, Car,216.77,13.181673,37.978446,23.735595,17.9232,0.4024,-0.0222,471.6
580, Motorcycle,431.82,27.562975,37.980443,23.735144,16.9958,-0.0315,-0.1086,471.8
581, Motorcycle,65.78,7.841676,37.977622,23.737444,8.5346,0.2559,0.0177,472.8
582, Bus,427.7,19.294663,37.980479,23.735214,12.9428,-0.1274,-0.0394,473.2
583, Car,163.28,11.347741,37.978442,23.735595,14.948,0.3928,-0.0076,473.4
584, Motorcycle,429.57,25.947203,37.980446,23.735164,17.3263,-0.2622,-0.0005,473.6
585, Car,110.58,6.259277,37.978087,23.737275,17.7026,0.2123,-0.1576,474.8
586, Car,427.88,7.245458,37.980465,23.735181,13.4878,0.0541,0.0083,475.2
587, Taxi,429.55,7.349673,37.980447,23.735151,15.6689,-0.0786,0.002,475.2
588, Medium Vehicle,162.8,7.51389,37.97834,23.737789,15.2988,0.1589,-0.0059,476
589, Motorcycle,430.75,32.71546,37.980496,23.735226,34.0424,0.4458,0.0302,476
590, Motorcycle,110.52,11.701679,37.978078,23.737281,15.728,0.1034,-0.2209,477.4
591, Taxi,206.93,21.78242,37.980452,23.735163,19.0807,-0.0016,0.0589,477.8
592, Car,428.71,20.307331,37.980497,23.735239,23.6028,-0.3017,0.0235,478
593, Car,428.86,18.078459,37.98048,23.735212,16.7864,-0.1116,-0.0367,479
594, Motorcycle,289.78,25.444163,37.980494,23.73524,26.3367,0.0401,0.0537,479.2
595, Car,188.37,18.229123,37.98004,23.736904,15.8166,-0.2393,-0.0119,479.4
596, Car,127.44,7.376092,37.978349,23.737784,19.5321,0.0972,0.0103,479.4
597, Car,429.11,7.252543,37.980466,23.73518,18.544,-0.0526,-0.0073,479.4
598, Car,432.29,20.585461,37.980494,23.735231,30.3582,0.0719,0.0178,481
599, Car,430.6,13.294805,37.980476,23.735203,16.4166,-0.1908,-0.0215,481
600, Car,430.31,12.236317,37.980465,23.735175,21.9167,-0.0798,-0.0278,481.4
601, Car,208.05,13.32697,37.980449,23.73515,20.6239,-0.1244,0.0153,481.8
602, Car,163.36,4.909113,37.978346,23.737783,32.0226,2.4955,0,482.2
603, Motorcycle,33.45,15.438042,37.978466,23.735632,21.7009,0.2406,-0.0555,482.6
604, Car,430.55,13.385069,37.980479,23.735203,25.1686,0.1307,-0.0187,483.8
605, Car,206.63,12.194838,37.980449,23.735153,20.2282,0.7415,-0.0135,484
606, Car,189.91,15.467383,37.980047,23.736922,18.3669,-0.0199,-0.0056,484.4
607, Car,65.92,6.741561,37.977633,23.737401,8.4127,0.3091,0.011,485.2
608, Car,146.15,10.236378,37.980496,23.735234,30.6286,0.992,0.0298,485.4
609, Taxi,160.37,2.783689,37.978341,23.737771,14.8589,1.5093,0,485.6
610, Taxi,425.79,7.096562,37.98045,23.73516,9.8481,0.8697,0,486.2
611, Car,432.12,14.565916,37.980481,23.735207,29.3399,0.9525,0.013,487
612, Motorcycle,138.1,27.620449,37.980486,23.735235,22.1296,0.5177,0.0202,487
613, Motorcycle,453.25,22.852879,37.979877,23.734822,22.1748,0.2229,-0.0253,487.6
614, Motorcycle,430.17,18.435971,37.980472,23.735193,28.8006,0.7695,-0.066,487.6
615, Car,78.19,7.143814,37.977804,23.737301,17.0191,0.5378,0.0101,488.4
616, Bus,430.89,7.771524,37.980469,23.735174,16.3284,0.5852,0.0232,489
617, Motorcycle,46.92,8.044254,37.977802,23.737333,2.5115,-0.1421,0.0355,490.2
618, Car,159.69,2.782567,37.978348,23.737797,5.1382,0.5224,0,490.2
619, Taxi,406.49,7.550872,37.980077,23.736957,30.4522,-0.0079,-0.0044,493.8
620, Car,213.76,19.531152,37.978452,23.735595,37.5015,0.2114,-0.0142,493.8
621, Car,84.95,6.887526,37.980446,23.735144,0,0,0,494.8
622, Motorcycle,65.86,11.399597,37.977621,23.737409,11.3936,0.087,0.1635,496.6
